Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion,CandidateID,HireSource,TimeToHireDays,HireDate,NameMatchScore,MatchStatus,TicketCount,EscalatedTickets,AvgResolveDays
47,50118,No,Sales,699,3,Sales Manager,1,Yes,2,3.5,3,On-site,3.5,9699,LinkedIn,35,2025-02-05,1.0,OK,5,1,0.4
36,104536,Yes,News & Content,700,3,News Director,1,No,3,0.8,1,Hybrid,0.7,9700,University Recruiting,25,2024-12-07,1.0,OK,2,0,0.5
22,111579,No,Finance,701,4,Finance Manager,1,No,3,2.0,3,Remote,0.1,9701,Employee Referral,21,2021-03-02,1.0,OK,3,0,2.0
25,47748,No,Finance,702,3,Financial Analyst,2,No,4,3.9,3,On-site,0.2,9702,Indeed,42,2023-10-03,1.0,OK,6,1,0.8333333333333334
40,77757,Yes,News & Content,703,3,Reporter,3,No,3,1.5,1,Remote,1.5,9703,Employee Referral,54,2024-11-24,1.0,OK,6,3,1.5
32,34000,Yes,News & Content,704,3,News Director,3,Yes,3,3.0,4,Remote,3.0,9704,LinkedIn,30,2022-10-27,1.0,OK,2,1,1.5
52,44329,Yes,Engineering,705,1,Broadcast Engineer,2,Yes,2,5.0,4,On-site,0.2,9705,Career Site,27,2021-10-07,1.0,OK,11,0,2.6363636363636362
38,79365,Yes,News & Content,706,2,Photojournalist,3,No,2,0.8,1,Remote,0.8,9706,Employee Referral,15,2021-11-13,1.0,OK,3,0,4.666666666666667
31,34000,No,Finance,707,2,Financial Analyst,3,No,2,0.4,2,Hybrid,0.4,9707,University Recruiting,34,2023-07-12,1.0,OK,2,0,1.0
42,34000,No,News & Content,708,4,Reporter,3,Yes,4,3.4,3,On-site,1.4,9708,Recruiter Sourced,44,2022-12-11,1.0,OK,11,0,2.090909090909091
33,56188,No,Finance,709,3,Financial Analyst,1,No,2,1.2,3,On-site,0.2,9709,Indeed,24,2026-05-08,1.0,OK,5,1,3.6
31,35683,No,Sales,710,1,Sales Coordinator,4,No,4,2.3,3,On-site,0.8,9710,Career Site,36,2021-08-18,1.0,OK,5,3,2.8
57,73302,No,News & Content,711,1,News Director,4,No,3,4.0,3,Hybrid,1.0,9711,Employee Referral,40,2021-04-14,1.0,OK,5,1,4.2
47,60494,No,Engineering,712,3,Systems Engineer,4,Yes,3,9.2,3,Remote,0.6,9712,Career Site,41,2025-01-26,1.0,OK,7,0,3.857142857142857
34,37700,No,News & Content,713,3,Editor,4,No,3,2.0,2,On-site,1.1,9713,Employee Referral,20,2023-04-15,1.0,OK,3,1,2.0
37,113410,No,Sales,714,3,Account Executive,2,No,3,10.8,3,On-site,0.1,9714,LinkedIn,22,2024-10-31,1.0,OK,4,0,1.25
41,65467,No,Engineering,715,4,Broadcast Engineer,4,No,3,0.5,3,On-site,0.5,9715,Employee Referral,35,2022-01-16,1.0,OK,2,0,0.5
31,62994,No,Human Resources,716,4,HR Generalist,2,No,3,3.7,4,Remote,2.6,9716,LinkedIn,43,2024-11-09,1.0,OK,8,1,2.875
34,70632,No,Sales,717,2,Account Executive,3,No,3,3.0,2,Hybrid,2.5,9717,LinkedIn,62,2022-12-01,1.0,OK,5,1,1.8
41,75045,No,News & Content,718,4,News Director,3,No,3,1.3,2,On-site,1.3,9718,Indeed,19,2020-06-13,1.0,OK,4,0,5.5
28,78906,No,Sales,719,3,Account Executive,3,No,3,0.3,3,Hybrid,0.3,9719,Recruiter Sourced,37,2023-11-11,1.0,OK,1,0,6.0
21,34000,Yes,Sales,720,1,Sales Manager,4,Yes,3,1.0,4,On-site,1.0,9720,Recruiter Sourced,33,2019-03-08,1.0,OK,3,0,1.3333333333333333
21,38936,No,Sales,721,3,Account Executive,3,No,3,1.0,2,Hybrid,1.0,9721,Employee Referral,28,2026-01-02,1.0,OK,1,1,0.0
28,71998,No,Engineering,722,2,Broadcast Engineer,2,No,3,3.1,3,On-site,0.3,9722,Recruiter Sourced,49,2023-02-25,1.0,OK,2,0,2.5
43,49445,No,Human Resources,723,4,HR Generalist,3,Yes,4,6.6,4,On-site,6.6,9723,Recruiter Sourced,41,2022-06-14,1.0,OK,3,0,0.6666666666666666
36,96878,No,Sales,724,4,Sales Coordinator,3,No,3,8.3,3,On-site,1.1,9724,LinkedIn,41,2023-04-19,1.0,OK,0,0,0.0
42,99933,No,News & Content,725,3,Producer,4,No,3,1.9,4,Hybrid,1.9,9725,Employee Referral,18,2022-04-06,1.0,OK,9,1,1.6666666666666667
38,81316,No,Sales,726,2,Sales Manager,4,No,3,18.0,4,Hybrid,4.8,9726,Career Site,29,2022-12-31,1.0,OK,2,0,1.0
43,53519,No,Engineering,727,3,IT Support,2,No,4,1.9,4,On-site,1.7,9727,LinkedIn,34,2025-02-18,1.0,OK,4,0,4.0
51,106808,Yes,News & Content,728,1,Reporter,1,No,2,2.5,1,Hybrid,1.9,9728,Recruiter Sourced,36,2019-12-20,1.0,OK,8,1,3.375
40,89224,No,Human Resources,729,4,HR Manager,4,Yes,3,2.4,2,Hybrid,2.4,9729,Employee Referral,66,2026-03-17,1.0,OK,5,0,4.6
51,66684,Yes,Finance,730,2,Finance Manager,1,No,3,1.4,4,On-site,0.0,9730,Career Site,30,2019-02-12,1.0,OK,6,1,1.8333333333333333
46,103752,No,News & Content,731,4,Photojournalist,3,No,3,1.0,3,On-site,1.0,9731,Employee Referral,7,2019-06-06,1.0,OK,5,0,3.0
28,105981,No,Engineering,732,4,IT Support,4,Yes,2,7.0,4,On-site,2.1,9732,Employee Referral,34,2025-01-26,1.0,OK,5,1,3.6
39,54141,No,Finance,733,1,Accountant,3,No,4,8.9,3,Hybrid,0.4,9733,LinkedIn,40,2024-09-23,1.0,OK,3,0,3.6666666666666665
34,34000,Yes,Finance,734,3,Finance Manager,2,Yes,3,1.5,1,Hybrid,1.0,9734,LinkedIn,34,2021-08-04,1.0,OK,4,0,2.0
43,73907,Yes,News & Content,735,3,Reporter,4,Yes,3,1.1,2,On-site,1.1,9735,LinkedIn,7,2022-07-07,1.0,OK,6,1,4.333333333333333
44,70352,No,Finance,736,3,Financial Analyst,2,No,2,5.1,4,On-site,4.1,9736,Employee Referral,37,2023-11-04,1.0,OK,7,3,1.7142857142857142
28,133420,Yes,Sales,737,2,Sales Coordinator,1,No,4,8.0,1,Hybrid,0.7,9737,Career Site,41,2019-04-14,1.0,OK,9,1,2.5555555555555554
61,53781,No,Sales,738,3,Sales Manager,3,No,2,34.3,4,On-site,6.1,9738,Career Site,17,2025-02-04,1.0,OK,1,1,2.0
29,38881,Yes,News & Content,739,3,News Director,3,No,3,1.4,3,On-site,1.1,9739,Employee Referral,25,2025-08-28,1.0,OK,4,0,0.5
30,86817,No,Human Resources,740,3,HR Generalist,1,No,3,7.1,4,On-site,0.4,9740,University Recruiting,33,2025-10-14,1.0,OK,1,1,0.0
24,65314,No,News & Content,741,4,Editor,4,No,3,3.0,3,Remote,2.0,9741,Employee Referral,26,2023-08-25,1.0,OK,4,0,0.75
48,71382,No,News & Content,742,4,Producer,4,No,3,3.9,2,Hybrid,1.3,9742,Employee Referral,28,2018-07-24,1.0,OK,2,0,6.5
41,39131,No,Human Resources,743,1,HR Manager,4,No,4,2.9,3,Hybrid,2.9,9743,LinkedIn,37,2019-09-25,1.0,OK,4,2,2.25
43,34000,No,News & Content,744,3,Editor,4,No,2,2.4,4,On-site,2.0,9744,Employee Referral,25,2019-10-03,1.0,OK,0,0,0.0
41,93492,No,Human Resources,745,4,HR Generalist,1,No,3,5.0,4,Remote,2.4,9745,Indeed,14,2022-10-23,1.0,OK,5,0,2.0
21,56136,Yes,Sales,746,3,Account Executive,1,No,4,1.0,1,Hybrid,1.0,9746,Indeed,45,2021-09-05,1.0,OK,10,1,4.2
21,139725,Yes,News & Content,747,3,News Director,4,Yes,3,1.0,2,On-site,0.1,9747,Indeed,20,2023-03-08,1.0,OK,3,0,5.0
28,64934,No,News & Content,748,3,Photojournalist,1,No,4,6.1,3,On-site,0.7,9748,Recruiter Sourced,31,2020-02-15,1.0,OK,4,0,1.25
52,58484,Yes,News & Content,749,2,Producer,2,No,3,1.2,3,Hybrid,1.2,9749,LinkedIn,27,2024-01-05,1.0,OK,8,0,2.375
46,44339,Yes,Sales,750,3,Sales Coordinator,2,Yes,2,4.3,2,Hybrid,0.7,9750,LinkedIn,18,2021-02-03,1.0,OK,7,1,1.4285714285714286
30,78203,Yes,News & Content,751,2,Reporter,1,No,4,6.3,4,Hybrid,0.2,9751,Recruiter Sourced,45,2023-02-14,1.0,OK,5,0,2.6
48,52191,Yes,News & Content,752,1,Reporter,1,No,3,1.2,2,On-site,1.2,9752,Employee Referral,43,2025-11-12,1.0,OK,3,0,1.0
54,34261,No,News & Content,753,3,Photojournalist,4,No,3,6.8,4,On-site,4.8,9753,LinkedIn,28,2020-12-29,1.0,OK,4,1,4.25
33,109850,No,Sales,754,3,Account Executive,4,Yes,3,0.6,3,On-site,0.6,9754,Employee Referral,33,2026-02-08,1.0,OK,4,2,1.5
26,73677,No,Engineering,755,2,Broadcast Engineer,2,No,3,3.2,1,Hybrid,1.2,9755,Career Site,35,2022-01-14,1.0,OK,2,0,0.5
57,35905,Yes,News & Content,756,3,News Director,1,Yes,3,0.7,3,Remote,0.7,9756,Employee Referral,19,2026-06-03,1.0,OK,10,3,2.3
45,116004,No,News & Content,757,3,Editor,4,No,3,1.1,4,Hybrid,1.1,9757,Employee Referral,21,2021-04-24,1.0,OK,6,1,2.8333333333333335
38,36390,Yes,News & Content,758,2,Reporter,4,Yes,4,10.0,2,Hybrid,4.6,9758,Indeed,33,2019-04-10,1.0,OK,6,0,1.0
32,87862,Yes,News & Content,759,2,Producer,3,No,3,1.4,4,Hybrid,1.4,9759,LinkedIn,18,2018-08-16,1.0,OK,5,1,6.0
33,34000,Yes,Sales,760,4,Sales Manager,2,No,2,1.1,2,Hybrid,1.1,9760,LinkedIn,33,2026-06-14,1.0,OK,5,0,1.2
26,92454,No,Sales,761,2,Account Executive,2,No,3,6.0,2,Remote,1.6,9761,Career Site,7,2021-10-17,1.0,OK,4,0,0.25
32,137051,No,News & Content,762,3,Editor,4,No,4,12.0,3,Hybrid,1.0,9762,LinkedIn,28,2019-07-31,1.0,OK,0,0,0.0
29,86339,No,Sales,763,1,Account Executive,3,No,3,9.0,3,Hybrid,1.9,9763,LinkedIn,37,2020-11-29,1.0,OK,3,0,3.3333333333333335
52,96612,No,Sales,764,2,Sales Manager,4,No,3,8.4,4,Remote,8.2,9764,University Recruiting,36,2021-07-06,1.0,OK,13,1,1.6923076923076923
53,34000,Yes,Sales,765,3,Sales Coordinator,4,Yes,3,0.4,4,Remote,0.4,9765,Career Site,48,2022-12-13,1.0,OK,1,0,1.0
21,79385,No,News & Content,766,4,News Director,2,No,4,1.0,2,On-site,0.9,9766,LinkedIn,19,2018-12-26,1.0,OK,1,0,2.0
43,79857,No,News & Content,767,4,Producer,3,No,3,2.6,3,On-site,1.9,9767,Employee Referral,32,2024-03-09,1.0,OK,4,1,1.5
50,55747,No,Sales,768,3,Sales Manager,4,No,3,4.8,1,On-site,1.1,9768,Indeed,45,2025-02-15,1.0,OK,4,2,3.0
54,114793,No,News & Content,769,3,News Director,4,No,3,2.0,3,Hybrid,1.5,9769,Career Site,37,2021-06-07,1.0,OK,1,0,0.0
44,63215,No,Engineering,770,4,Systems Engineer,4,No,3,1.3,4,Hybrid,1.3,9770,Indeed,44,2025-06-13,1.0,OK,4,1,3.75
28,34000,No,Sales,771,2,Sales Manager,3,No,3,2.5,4,On-site,1.1,9771,Employee Referral,18,2025-06-26,1.0,OK,4,1,1.25
50,89088,No,Sales,772,2,Sales Coordinator,1,No,3,9.0,2,Hybrid,1.1,9772,Career Site,34,2020-06-10,1.0,OK,8,0,2.5
21,99074,Yes,News & Content,773,2,Editor,4,Yes,3,1.0,4,On-site,1.0,9773,Indeed,31,2024-03-05,1.0,OK,3,0,3.3333333333333335
59,38473,No,Finance,774,4,Accountant,2,No,3,6.0,4,On-site,0.9,9774,Employee Referral,35,2021-09-18,1.0,OK,7,2,2.2857142857142856
35,128287,No,Sales,775,4,Account Executive,4,No,3,15.0,4,On-site,3.7,9775,Career Site,23,2021-02-07,1.0,OK,3,1,3.6666666666666665
37,125749,Yes,News & Content,776,2,Photojournalist,4,Yes,3,2.8,2,Hybrid,1.3,9776,LinkedIn,50,2021-08-15,1.0,OK,7,1,2.142857142857143
46,69716,No,News & Content,777,4,Editor,3,No,3,1.8,4,On-site,0.6,9777,LinkedIn,42,2021-08-11,1.0,OK,0,0,0.0
40,84249,No,Engineering,778,2,Systems Engineer,4,No,3,3.4,3,Hybrid,1.4,9778,Employee Referral,49,2022-12-02,1.0,OK,1,0,2.0
29,103797,No,Sales,779,3,Sales Manager,3,No,3,7.2,3,Hybrid,0.7,9779,Employee Referral,37,2023-11-10,1.0,OK,3,1,1.3333333333333333
21,102901,Yes,News & Content,780,4,Producer,2,No,3,1.0,3,Hybrid,0.2,9780,Career Site,24,2022-05-11,1.0,OK,5,0,3.0
39,55443,No,Engineering,781,1,Systems Engineer,2,No,3,2.5,3,Hybrid,0.2,9781,Employee Referral,41,2020-01-24,1.0,OK,9,1,2.5555555555555554
39,48891,No,News & Content,782,3,Photojournalist,3,No,3,9.0,3,On-site,3.0,9782,LinkedIn,51,2021-08-20,1.0,OK,2,0,8.0
45,84918,No,Engineering,783,3,IT Support,4,No,3,2.6,3,Remote,0.8,9783,Employee Referral,37,2025-12-15,1.0,OK,1,0,2.0
50,64777,Yes,Finance,784,2,Financial Analyst,2,No,3,0.1,2,Hybrid,0.1,9784,Career Site,21,2025-04-12,1.0,OK,4,1,2.5
42,93572,No,News & Content,785,1,Producer,3,Yes,3,3.6,3,Remote,0.5,9785,Career Site,26,2019-10-17,1.0,OK,2,0,7.5
33,77069,No,News & Content,786,4,Photojournalist,3,Yes,4,10.0,3,Hybrid,5.3,9786,University Recruiting,34,2026-07-16,1.0,OK,4,0,4.5
46,78459,No,Sales,787,4,Sales Manager,3,Yes,3,14.8,3,Hybrid,1.6,9787,Recruiter Sourced,52,2023-12-02,1.0,OK,5,2,3.6
25,76587,No,News & Content,788,2,News Director,4,No,3,5.0,3,On-site,0.7,9788,Career Site,57,2019-08-20,1.0,OK,4,2,1.25
42,77098,No,News & Content,789,3,News Director,4,No,3,7.9,3,On-site,1.2,9789,Recruiter Sourced,22,2019-02-18,1.0,OK,3,1,1.6666666666666667
63,54900,No,Sales,790,2,Account Executive,3,No,3,3.2,1,Hybrid,1.4,9790,LinkedIn,38,2018-09-07,1.0,OK,6,0,4.333333333333333
40,98424,Yes,Sales,791,3,Sales Coordinator,2,Yes,3,0.9,4,On-site,0.9,9791,University Recruiting,26,2024-04-30,1.0,OK,4,0,2.25
37,62706,No,Engineering,792,4,Systems Engineer,4,Yes,3,0.2,1,On-site,0.2,9792,LinkedIn,17,2022-06-15,1.0,OK,6,0,1.6666666666666667
39,48166,No,Sales,793,3,Sales Coordinator,3,No,4,4.4,2,Hybrid,0.7,9793,LinkedIn,41,2022-01-20,1.0,OK,0,0,0.0
31,73475,No,Sales,794,3,Sales Manager,4,No,3,5.1,3,Hybrid,1.3,9794,Employee Referral,35,2026-06-25,1.0,OK,1,0,2.0
27,80653,No,News & Content,795,3,Photojournalist,4,Yes,3,7.0,4,Hybrid,1.5,9795,Employee Referral,36,2019-03-28,1.0,OK,4,0,4.75
31,34000,Yes,Sales,796,2,Sales Coordinator,4,No,2,0.9,4,On-site,0.9,9796,Career Site,31,2023-09-12,1.0,OK,5,0,3.6
36,73301,No,News & Content,797,2,Photojournalist,4,No,3,2.4,4,Hybrid,1.9,9797,LinkedIn,37,2021-11-20,1.0,OK,7,0,2.857142857142857
62,62910,No,News & Content,798,4,Photojournalist,3,No,3,0.1,2,Hybrid,0.1,9798,Recruiter Sourced,37,2022-03-17,1.0,OK,1,0,5.0
33,78488,No,News & Content,799,4,Editor,1,No,3,1.1,3,On-site,0.9,9799,Recruiter Sourced,44,2024-11-14,1.0,OK,8,0,2.25
27,64447,No,News & Content,800,1,News Director,4,No,3,6.5,4,On-site,0.2,9800,LinkedIn,23,2023-05-25,1.0,OK,3,0,1.6666666666666667
30,102391,No,Engineering,801,2,Systems Engineer,2,No,3,2.0,4,Hybrid,0.4,9801,Recruiter Sourced,45,2021-12-18,1.0,OK,6,0,3.8333333333333335
41,73701,Yes,News & Content,802,4,News Director,1,No,3,0.6,4,On-site,0.6,9802,Career Site,43,2019-12-31,1.0,OK,5,1,2.0
21,108564,Yes,Sales,803,3,Sales Manager,1,No,2,1.0,4,On-site,1.0,9803,Employee Referral,38,2022-08-20,1.0,OK,2,0,1.0
49,112439,No,Finance,804,2,Finance Manager,4,No,3,3.1,3,Hybrid,0.3,9804,University Recruiting,34,2022-12-23,1.0,OK,2,0,4.5
41,50842,No,Finance,805,2,Financial Analyst,4,No,3,2.5,2,Hybrid,2.5,9805,Employee Referral,32,2022-02-28,1.0,OK,2,1,0.5
46,52411,No,Sales,806,3,Account Executive,3,No,3,3.5,3,Hybrid,0.1,9806,Career Site,32,2021-05-27,1.0,OK,2,0,3.5
43,46292,No,Sales,807,3,Account Executive,3,No,4,8.3,2,Hybrid,0.3,9807,Recruiter Sourced,34,2020-01-17,1.0,OK,4,0,1.5
58,84230,No,Engineering,808,2,Systems Engineer,4,No,3,1.6,2,On-site,1.6,9808,Recruiter Sourced,14,2023-05-25,1.0,OK,2,0,0.5
37,44615,No,News & Content,809,4,News Director,2,No,3,4.2,3,On-site,0.1,9809,Career Site,63,2023-03-08,1.0,OK,8,2,1.75
49,34000,Yes,News & Content,810,1,Editor,4,No,2,1.3,3,On-site,1.3,9810,Indeed,47,2025-05-02,1.0,OK,9,1,1.1111111111111112
33,101463,No,News & Content,811,3,Reporter,4,No,2,10.6,2,Remote,0.5,9811,LinkedIn,57,2020-06-14,1.0,OK,3,1,2.6666666666666665
34,34000,No,News & Content,812,2,Photojournalist,4,No,3,3.3,2,On-site,2.4,9812,Recruiter Sourced,42,2022-07-29,1.0,OK,5,0,3.2
34,92342,No,Finance,813,4,Finance Manager,2,No,3,5.5,3,Remote,1.1,9813,Indeed,25,2021-11-05,1.0,OK,2,0,2.5
27,101515,No,Sales,814,4,Sales Manager,3,No,3,4.9,3,Hybrid,2.6,9814,LinkedIn,40,2022-12-05,1.0,OK,1,0,2.0
41,157447,Yes,News & Content,815,2,News Director,3,No,2,1.1,4,On-site,1.1,9815,Employee Referral,44,2021-06-30,1.0,OK,7,0,2.142857142857143
47,86294,No,News & Content,816,4,Photojournalist,3,Yes,3,11.6,3,Hybrid,5.2,9816,University Recruiting,21,2026-05-21,1.0,OK,4,0,3.25
29,69891,Yes,News & Content,817,2,Producer,3,No,2,5.5,1,On-site,0.2,9817,Employee Referral,50,2023-02-08,1.0,OK,7,1,1.0
60,85236,No,Sales,818,3,Sales Manager,4,Yes,3,3.8,3,On-site,1.1,9818,Employee Referral,28,2024-03-13,1.0,OK,2,1,0.5
49,75316,No,Sales,819,3,Account Executive,3,Yes,3,0.6,3,On-site,0.6,9819,Indeed,43,2019-06-19,1.0,OK,2,0,4.0
28,68126,No,Sales,820,3,Sales Coordinator,3,No,2,0.4,2,On-site,0.4,9820,Employee Referral,52,2022-05-31,1.0,OK,1,0,7.0
54,81043,Yes,News & Content,821,2,News Director,1,No,3,1.1,3,Hybrid,1.1,9821,LinkedIn,37,2024-01-31,1.0,OK,7,0,2.857142857142857
40,61944,No,Engineering,822,4,Broadcast Engineer,2,No,3,13.7,4,Remote,10.0,9822,Employee Referral,52,2019-09-12,1.0,OK,3,0,0.6666666666666666
55,38795,No,Engineering,823,3,Broadcast Engineer,4,No,3,0.1,3,On-site,0.1,9823,Career Site,15,2024-05-29,1.0,OK,4,0,2.0
50,49934,No,Finance,824,3,Financial Analyst,3,No,3,2.6,1,On-site,2.6,9824,Employee Referral,19,2026-06-06,1.0,OK,3,1,0.0
41,88826,No,Engineering,825,3,Systems Engineer,4,Yes,3,13.4,3,Hybrid,2.4,9825,LinkedIn,23,2026-06-06,1.0,OK,4,0,2.0
41,34000,No,Sales,826,4,Sales Coordinator,3,No,3,8.9,2,Hybrid,0.4,9826,Career Site,7,2024-10-15,1.0,OK,0,0,0.0
21,71391,Yes,Sales,827,1,Sales Coordinator,2,No,3,1.0,3,On-site,1.0,9827,Recruiter Sourced,11,2022-04-12,1.0,OK,11,1,3.3636363636363638
51,64485,No,News & Content,828,4,Editor,4,No,4,17.0,4,On-site,2.4,9828,LinkedIn,52,2019-03-09,1.0,OK,0,0,0.0
45,86340,Yes,News & Content,829,3,Producer,1,No,3,1.9,2,On-site,1.9,9829,Career Site,49,2025-09-05,1.0,OK,5,0,4.8
40,52213,No,Engineering,830,3,Broadcast Engineer,1,No,2,6.3,2,Hybrid,2.4,9830,Employee Referral,26,2019-04-08,1.0,OK,6,0,1.5
36,54701,No,Sales,831,3,Account Executive,2,No,3,12.1,2,On-site,2.6,9831,Indeed,62,2022-05-04,1.0,OK,1,0,0.0
54,39588,Yes,News & Content,832,3,Producer,3,No,3,0.5,4,Remote,0.5,9832,Employee Referral,30,2024-06-29,1.0,OK,3,1,5.333333333333333
26,91717,No,Sales,833,3,Sales Coordinator,4,No,4,1.7,3,Hybrid,1.7,9833,Indeed,58,2026-03-30,1.0,OK,2,0,1.0
48,77209,Yes,Engineering,834,2,Broadcast Engineer,2,Yes,3,0.2,3,Remote,0.2,9834,Indeed,58,2019-03-09,1.0,OK,8,1,2.375
39,48095,Yes,News & Content,835,2,Photojournalist,1,No,3,0.5,2,On-site,0.5,9835,Career Site,25,2023-08-18,1.0,OK,7,3,2.4285714285714284
21,34000,Yes,Human Resources,836,2,HR Manager,4,No,3,1.0,2,On-site,0.8,9836,Recruiter Sourced,44,2024-12-11,1.0,OK,4,0,1.0
46,109210,No,Sales,837,4,Sales Manager,2,No,3,1.5,4,On-site,1.5,9837,Indeed,48,2021-01-22,1.0,OK,6,0,2.1666666666666665
45,86235,Yes,News & Content,838,3,Photojournalist,1,No,3,4.6,1,Hybrid,2.2,9838,Career Site,25,2018-12-25,1.0,OK,7,3,4.285714285714286
36,77175,No,Sales,839,2,Sales Manager,4,No,4,9.8,3,On-site,0.4,9839,Career Site,7,2021-04-22,1.0,OK,0,0,0.0
34,43321,No,News & Content,840,4,News Director,3,No,4,7.3,3,On-site,0.5,9840,Employee Referral,44,2024-10-14,1.0,OK,4,3,4.75
39,78427,No,News & Content,841,3,News Director,4,No,3,4.0,4,On-site,0.6,9841,LinkedIn,23,2022-04-24,1.0,OK,2,1,3.5
31,77448,No,News & Content,842,4,News Director,4,No,2,1.4,3,Hybrid,1.1,9842,Employee Referral,32,2022-08-30,1.0,OK,0,0,0.0
37,74845,Yes,News & Content,843,3,Photojournalist,2,No,3,0.1,3,Hybrid,0.1,9843,Indeed,36,2022-04-25,1.0,OK,2,0,1.0
21,66353,No,Sales,844,4,Sales Manager,4,No,4,1.0,2,Hybrid,0.2,9844,LinkedIn,41,2024-06-06,1.0,OK,2,0,0.5
36,90644,No,Sales,845,4,Sales Coordinator,3,No,4,6.4,2,On-site,1.7,9845,Indeed,29,2021-12-05,1.0,OK,4,1,5.0
31,101052,No,Sales,846,4,Account Executive,1,No,3,2.7,3,Remote,1.2,9846,LinkedIn,37,2026-03-30,1.0,OK,5,1,2.0
22,78865,No,Sales,847,4,Sales Manager,3,No,4,2.0,4,On-site,0.0,9847,Recruiter Sourced,49,2024-12-11,1.0,OK,1,0,1.0
38,67121,No,News & Content,848,2,News Director,3,No,3,2.0,3,Remote,1.1,9848,Indeed,8,2020-11-15,1.0,OK,5,2,2.8
27,90713,No,News & Content,849,2,Photojournalist,1,No,3,7.0,4,Hybrid,2.7,9849,Employee Referral,15,2018-11-04,1.0,OK,6,0,0.8333333333333334
49,65062,No,Engineering,850,4,IT Support,3,Yes,4,2.4,3,Hybrid,1.9,9850,Employee Referral,18,2025-12-10,1.0,OK,3,0,0.3333333333333333
51,60685,No,News & Content,851,1,Producer,3,No,3,3.6,3,Remote,3.6,9851,Employee Referral,27,2024-07-21,1.0,OK,7,1,2.0
50,59205,No,News & Content,852,1,Reporter,2,No,3,9.7,3,Hybrid,1.1,9852,Indeed,44,2024-05-17,1.0,OK,6,0,1.8333333333333333
53,51246,No,News & Content,853,4,News Director,4,No,3,3.2,3,Remote,0.6,9853,LinkedIn,47,2023-01-26,1.0,OK,3,0,2.0
34,72400,Yes,News & Content,854,4,Editor,3,Yes,3,8.6,4,Hybrid,3.7,9854,Recruiter Sourced,31,2019-01-19,1.0,OK,3,0,1.3333333333333333
38,90514,No,News & Content,855,4,Photojournalist,2,No,3,13.8,4,Hybrid,2.1,9855,Employee Referral,31,2022-05-06,1.0,OK,3,1,2.6666666666666665
39,100960,No,Engineering,856,4,Broadcast Engineer,2,No,3,1.9,4,On-site,1.9,9856,LinkedIn,52,2019-11-30,1.0,OK,5,0,3.4
44,78501,No,Finance,857,1,Accountant,4,No,3,5.1,2,Hybrid,2.8,9857,Employee Referral,36,2018-12-21,1.0,OK,4,1,2.0
36,65581,No,Engineering,858,4,Broadcast Engineer,4,Yes,3,14.7,2,Remote,2.7,9858,Indeed,29,2026-06-25,1.0,OK,4,1,1.25
50,57063,No,Sales,859,1,Account Executive,2,No,3,1.9,3,Remote,0.6,9859,LinkedIn,45,2025-01-11,1.0,OK,3,0,3.3333333333333335
37,84849,No,Finance,860,3,Finance Manager,3,No,3,1.6,2,On-site,1.3,9860,Employee Referral,44,2023-07-22,1.0,OK,1,0,3.0
42,94434,No,Sales,861,2,Sales Coordinator,4,No,4,6.6,4,On-site,4.8,9861,Indeed,39,2020-11-08,1.0,OK,0,0,0.0
21,101471,Yes,News & Content,862,2,Reporter,1,No,4,1.0,4,On-site,1.0,9862,Career Site,26,2019-03-22,1.0,OK,11,1,2.5454545454545454
47,74677,Yes,News & Content,863,1,News Director,2,No,2,11.0,2,On-site,6.6,9863,University Recruiting,21,2022-08-09,1.0,OK,4,1,0.25
43,34000,No,Finance,864,4,Accountant,1,No,3,2.4,2,On-site,0.7,9864,Employee Referral,22,2025-05-15,1.0,OK,6,2,1.6666666666666667
49,35250,No,Human Resources,865,4,HR Generalist,3,No,3,1.5,4,Remote,0.9,9865,Recruiter Sourced,23,2020-10-12,1.0,OK,4,2,1.25
26,41500,No,Sales,866,1,Sales Coordinator,3,Yes,3,4.9,2,Hybrid,0.0,9866,Career Site,22,2019-08-15,1.0,OK,5,3,0.6
30,67330,No,News & Content,867,2,Photojournalist,2,No,3,5.3,2,Hybrid,1.5,9867,LinkedIn,27,2020-10-21,1.0,OK,3,0,6.333333333333333
34,71724,No,Human Resources,868,3,HR Manager,3,No,4,1.4,4,Hybrid,0.7,9868,Employee Referral,33,2025-06-03,1.0,OK,3,0,0.6666666666666666
31,34000,No,Finance,869,4,Finance Manager,4,Yes,3,1.7,2,On-site,0.1,9869,Recruiter Sourced,35,2018-09-03,1.0,OK,5,1,2.4
39,54755,No,Human Resources,870,3,HR Generalist,4,No,3,3.9,1,On-site,3.9,9870,LinkedIn,19,2019-06-14,1.0,OK,4,2,4.25
35,60165,Yes,News & Content,871,2,Reporter,4,No,3,1.1,2,On-site,1.1,9871,LinkedIn,37,2019-12-16,1.0,OK,4,1,2.5
42,97592,No,Human Resources,872,2,HR Generalist,3,No,3,0.4,3,Hybrid,0.4,9872,Indeed,35,2023-04-18,1.0,OK,4,0,2.0
26,70047,No,News & Content,873,3,Editor,2,No,3,2.3,3,Hybrid,2.3,9873,University Recruiting,32,2019-10-08,1.0,OK,7,2,4.142857142857143
