Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion
47,74211,No,Engineering,1260,4,Systems Engineer,3,No,2,0.1,2,Remote,0.1
26,111588,No,News & Content,1261,3,Reporter,4,No,3,6.0,3,On-site,0.5
42,57739,Yes,News & Content,1262,4,Reporter,4,Yes,3,3.6,1,Remote,1.7
23,75396,No,News & Content,1263,3,Photojournalist,1,No,3,3.0,3,Hybrid,1.6
32,72749,Yes,Sales,1264,3,Account Executive,1,Yes,2,0.1,3,Hybrid,0.1
41,82223,No,Finance,1265,4,Accountant,3,No,2,5.8,3,Remote,1.3
45,108940,Yes,News & Content,1266,4,Producer,1,No,3,0.1,3,Hybrid,0.1
35,69757,No,News & Content,1267,3,Editor,4,Yes,3,8.0,3,Remote,3.1
43,94720,No,Human Resources,1268,2,HR Generalist,4,No,3,3.1,2,Hybrid,0.0
42,56908,No,Sales,1269,2,Account Executive,2,No,2,5.5,3,On-site,1.1
39,119871,No,News & Content,1270,3,Photojournalist,4,Yes,3,5.7,4,Hybrid,1.0
51,86141,No,News & Content,1271,3,Editor,4,No,3,1.8,3,Hybrid,1.8
38,34000,No,Finance,1272,3,Finance Manager,4,No,3,6.7,3,Hybrid,3.6
44,43549,Yes,News & Content,1273,4,Reporter,1,Yes,3,1.1,2,Hybrid,0.7
27,65790,No,Sales,1274,3,Sales Manager,2,No,3,1.5,3,Remote,1.0
31,83974,Yes,News & Content,1275,3,Producer,1,Yes,3,4.4,3,On-site,4.4
33,50016,No,Finance,1276,3,Accountant,4,No,4,0.8,4,Hybrid,0.8
42,119538,No,Sales,1277,2,Sales Coordinator,2,No,3,3.4,2,Hybrid,3.0
37,34000,No,Sales,1278,4,Sales Manager,3,No,3,4.1,1,Hybrid,3.7
51,107505,No,News & Content,1279,1,News Director,3,No,3,7.3,3,Hybrid,0.5
50,60654,Yes,Sales,1280,2,Sales Coordinator,1,No,3,0.9,2,Hybrid,0.9
24,88997,No,Finance,1281,3,Accountant,2,Yes,3,2.8,2,On-site,2.8
29,89617,No,Human Resources,1282,4,HR Manager,3,No,3,8.0,3,Hybrid,2.8
29,80059,No,Engineering,1283,4,IT Support,4,No,3,6.6,3,On-site,1.0
28,97410,No,Sales,1284,2,Sales Coordinator,4,No,3,8.0,3,Hybrid,1.3
39,35099,No,Sales,1285,3,Sales Manager,3,No,3,2.7,4,On-site,2.2
54,53875,Yes,News & Content,1286,1,Producer,2,No,3,7.1,3,Hybrid,3.7
30,91980,No,Finance,1287,4,Finance Manager,3,No,3,3.1,3,Hybrid,3.1
51,65331,No,Finance,1288,4,Accountant,3,No,3,2.6,3,On-site,1.7
37,44246,Yes,Sales,1289,2,Account Executive,2,Yes,3,1.3,2,On-site,1.3
44,82808,No,Finance,1290,3,Accountant,2,No,3,0.3,2,Hybrid,0.2
21,58131,No,Sales,1291,4,Sales Manager,3,No,3,1.0,3,On-site,1.0
39,34000,Yes,News & Content,1292,3,Photojournalist,4,Yes,3,0.1,4,Hybrid,0.1
31,76867,No,News & Content,1293,3,Photojournalist,3,No,3,2.8,1,On-site,1.0
32,81288,No,News & Content,1294,3,News Director,2,No,4,2.0,4,On-site,0.4
39,34000,Yes,News & Content,1295,3,Producer,3,Yes,4,2.9,4,On-site,0.7
47,79059,Yes,News & Content,1296,2,News Director,2,No,2,2.9,3,On-site,1.3
36,61733,No,News & Content,1297,2,Reporter,4,No,3,5.3,4,Hybrid,5.2
25,67835,No,News & Content,1298,4,News Director,3,No,3,5.0,3,Hybrid,1.3
26,34000,Yes,News & Content,1299,3,Producer,3,Yes,2,5.1,3,Hybrid,3.2
63,78641,No,Human Resources,1300,3,HR Manager,3,No,4,3.6,4,Remote,3.3
28,68736,No,News & Content,1301,3,News Director,4,No,3,5.9,2,Hybrid,4.2
38,95929,No,Finance,1302,2,Financial Analyst,2,No,3,4.6,4,Hybrid,0.4
43,48255,Yes,Engineering,1303,2,IT Support,4,No,3,0.7,4,Hybrid,0.7
30,40972,No,News & Content,1304,4,Reporter,3,Yes,4,5.7,2,Remote,2.1
45,128537,No,News & Content,1305,4,Producer,4,No,3,4.5,3,Hybrid,2.2
37,50166,Yes,Sales,1306,1,Sales Coordinator,2,Yes,3,0.7,4,On-site,0.1
33,84699,No,Human Resources,1307,4,HR Manager,1,No,3,5.6,1,Remote,1.5
27,84882,No,News & Content,1308,3,Photojournalist,4,No,4,6.5,4,On-site,2.0
53,73114,Yes,News & Content,1309,3,Editor,1,Yes,3,5.5,4,Hybrid,4.2
27,75769,No,Finance,1310,2,Finance Manager,3,Yes,4,7.0,3,On-site,1.1
44,83407,No,Sales,1311,3,Sales Coordinator,2,No,3,3.5,3,Remote,0.6
32,105103,No,Engineering,1312,2,IT Support,3,No,3,1.9,2,On-site,0.2
32,125739,No,News & Content,1313,3,News Director,2,No,3,1.8,1,On-site,1.8
28,41499,No,Human Resources,1314,3,HR Manager,3,No,3,8.0,3,Hybrid,0.0
52,81599,No,Engineering,1315,2,Systems Engineer,4,Yes,3,3.1,4,Hybrid,0.2
22,108226,Yes,Engineering,1316,3,Systems Engineer,1,Yes,3,0.1,3,On-site,0.1
37,34000,Yes,News & Content,1317,4,News Director,2,Yes,3,8.6,2,Remote,0.4
21,34000,Yes,Sales,1318,2,Sales Manager,4,No,2,1.0,2,On-site,0.4
60,57867,No,News & Content,1319,4,Photojournalist,2,No,3,8.5,2,Hybrid,1.2
32,63687,Yes,News & Content,1320,4,Photojournalist,1,Yes,3,2.1,3,On-site,1.8
36,34000,No,News & Content,1321,4,Photojournalist,3,No,3,2.0,4,On-site,2.0
38,76644,No,Human Resources,1322,4,HR Manager,4,No,3,0.4,2,Hybrid,0.4
43,116853,Yes,News & Content,1323,3,News Director,2,No,3,1.2,3,Hybrid,1.2
24,54983,No,News & Content,1324,2,News Director,3,No,4,4.0,3,On-site,1.9
55,109910,No,News & Content,1325,1,Reporter,4,No,4,5.7,3,On-site,5.3
29,95739,No,Sales,1326,1,Account Executive,1,No,3,2.5,4,On-site,0.7
42,88814,No,News & Content,1327,2,Producer,3,No,3,3.3,4,Remote,2.4
46,84276,Yes,News & Content,1328,4,Photojournalist,4,Yes,3,0.5,4,Hybrid,0.5
41,85148,Yes,News & Content,1329,1,News Director,4,Yes,3,1.8,4,On-site,0.0
39,62669,No,Engineering,1330,2,Systems Engineer,1,No,3,13.8,3,Hybrid,1.3
36,111449,Yes,Human Resources,1331,2,HR Manager,4,No,4,0.7,4,Hybrid,0.7
41,84052,No,News & Content,1332,3,Producer,3,No,3,1.2,1,Remote,1.2
25,80559,No,News & Content,1333,4,Producer,4,Yes,3,4.9,4,Remote,4.6
36,85876,No,News & Content,1334,3,Reporter,4,No,3,1.3,3,On-site,1.3
37,89802,No,News & Content,1335,3,News Director,4,No,2,5.4,3,Hybrid,1.3
42,51892,Yes,Sales,1336,4,Sales Manager,1,Yes,3,10.9,4,Hybrid,0.5
32,54192,No,Sales,1337,4,Account Executive,4,No,4,11.4,4,Hybrid,3.2
31,34000,Yes,Finance,1338,3,Accountant,2,Yes,4,1.4,4,On-site,1.2
27,77729,No,Engineering,1339,3,Broadcast Engineer,3,No,2,2.0,1,On-site,0.7
40,62626,No,Sales,1340,2,Sales Manager,3,Yes,3,4.4,3,On-site,0.1
47,61710,Yes,Sales,1341,3,Sales Manager,1,Yes,3,7.8,3,Hybrid,7.8
25,34000,No,Engineering,1342,3,Systems Engineer,3,No,3,3.1,4,Remote,3.1
37,107535,No,News & Content,1343,4,News Director,3,Yes,3,4.4,2,Remote,0.0
31,90956,No,Finance,1344,4,Financial Analyst,4,No,4,5.6,4,Hybrid,1.3
35,83910,No,Sales,1345,2,Account Executive,3,Yes,3,2.1,4,On-site,0.1
42,86370,No,Finance,1346,3,Finance Manager,4,No,4,2.8,3,On-site,0.3
36,64495,No,Sales,1347,3,Sales Coordinator,4,No,2,3.8,4,Hybrid,0.4
50,78964,No,News & Content,1348,1,News Director,3,Yes,3,1.9,3,On-site,1.9
41,36142,Yes,News & Content,1349,1,Photojournalist,2,No,3,6.1,3,On-site,0.4
49,88258,Yes,Sales,1350,1,Sales Manager,2,No,3,11.7,2,Hybrid,6.9
48,50666,No,Sales,1351,2,Sales Coordinator,3,No,3,1.6,1,Hybrid,1.6
38,115495,Yes,News & Content,1352,1,Photojournalist,2,No,3,0.9,3,Remote,0.6
37,47562,No,Sales,1353,1,Sales Manager,3,No,4,8.7,4,Hybrid,0.3
21,95313,Yes,Engineering,1354,3,Systems Engineer,4,Yes,3,0.4,3,Remote,0.2
29,34000,No,News & Content,1355,2,News Director,3,No,4,8.8,4,Hybrid,0.1
31,89971,Yes,News & Content,1356,2,News Director,4,No,3,1.1,1,Hybrid,1.1
42,68908,No,Human Resources,1357,3,HR Generalist,2,No,3,6.6,3,Hybrid,1.4
38,52646,Yes,Human Resources,1358,1,HR Generalist,2,No,3,7.2,3,Remote,2.6
23,109183,Yes,Sales,1359,2,Account Executive,2,No,4,0.5,4,Hybrid,0.5
51,75782,Yes,Finance,1360,3,Financial Analyst,1,No,2,1.6,1,On-site,1.6
46,97624,Yes,Engineering,1361,2,IT Support,4,Yes,3,0.8,3,On-site,0.8
51,59602,No,Finance,1362,3,Finance Manager,3,No,4,0.3,4,Remote,0.3
33,56705,No,Sales,1363,3,Sales Manager,4,Yes,4,6.5,4,On-site,5.2
33,108993,No,News & Content,1364,4,News Director,3,Yes,3,6.2,3,Hybrid,6.2
21,73659,Yes,Sales,1365,1,Sales Coordinator,1,No,2,1.0,3,Remote,1.0
38,85030,Yes,News & Content,1366,3,Reporter,1,No,3,0.6,4,On-site,0.3
54,107046,No,News & Content,1367,4,Editor,2,No,3,6.5,3,Hybrid,1.4
47,49118,No,Sales,1368,1,Sales Manager,3,No,3,5.1,3,On-site,5.1
55,36301,No,Engineering,1369,3,Broadcast Engineer,3,No,3,6.6,1,Remote,1.7
29,90631,No,News & Content,1370,3,News Director,3,No,3,2.3,4,Hybrid,2.3
21,57434,Yes,Sales,1371,2,Sales Coordinator,3,No,3,1.0,4,Remote,1.0
37,61993,Yes,News & Content,1372,2,Producer,1,No,3,12.5,2,Remote,0.2
40,85416,No,News & Content,1373,3,Reporter,4,No,3,6.1,4,Remote,1.0
38,72467,No,News & Content,1374,3,Photojournalist,3,No,3,0.1,3,Hybrid,0.1
43,48260,No,Sales,1375,2,Sales Coordinator,4,Yes,3,5.0,2,Hybrid,1.0
25,34000,Yes,News & Content,1376,3,News Director,1,No,3,2.2,3,On-site,2.2
36,141641,No,Sales,1377,2,Sales Manager,3,No,3,11.0,3,Remote,1.3
41,53950,No,Sales,1378,2,Sales Manager,2,No,3,2.0,4,Hybrid,1.6
21,65293,Yes,Sales,1379,2,Sales Manager,3,Yes,3,1.0,3,On-site,1.0
50,76070,No,Engineering,1380,3,Broadcast Engineer,4,Yes,3,2.3,1,Hybrid,2.0
37,79407,No,Sales,1381,4,Sales Manager,3,No,4,17.0,2,Hybrid,7.4
42,98293,Yes,Human Resources,1382,1,HR Generalist,4,Yes,3,1.5,1,On-site,1.5
46,47751,No,Sales,1383,2,Sales Coordinator,4,Yes,3,2.0,3,Hybrid,1.1
43,83747,No,Engineering,1384,2,Systems Engineer,4,No,3,0.3,2,On-site,0.3
36,66841,No,Engineering,1385,4,Broadcast Engineer,4,No,4,3.2,3,Hybrid,1.5
35,75591,No,News & Content,1386,3,Reporter,2,No,3,6.3,4,On-site,2.5
30,60564,No,Sales,1387,2,Sales Manager,2,No,2,6.6,2,On-site,2.4
30,55790,No,Engineering,1388,4,Broadcast Engineer,4,No,4,0.9,4,Hybrid,0.2
34,81738,No,Engineering,1389,2,IT Support,1,No,3,1.8,3,On-site,1.8
35,41975,Yes,Sales,1390,2,Account Executive,1,No,2,0.4,2,On-site,0.4
42,104786,Yes,Sales,1391,1,Sales Coordinator,2,Yes,3,14.5,3,On-site,0.7
21,34000,Yes,Engineering,1392,1,Systems Engineer,2,No,3,1.0,3,On-site,1.0
33,54686,Yes,News & Content,1393,2,Producer,1,Yes,3,6.7,3,Remote,3.2
49,57687,No,Sales,1394,4,Account Executive,3,No,3,7.1,4,On-site,1.9
25,60991,No,Sales,1395,2,Sales Manager,3,No,3,5.0,2,On-site,2.4
39,56533,Yes,News & Content,1396,2,Reporter,1,Yes,3,6.7,3,Hybrid,4.5
53,60898,No,News & Content,1397,3,News Director,4,No,3,7.8,4,Remote,0.3
32,110315,No,Sales,1398,3,Sales Coordinator,3,No,3,2.8,4,On-site,2.8
50,49816,No,News & Content,1399,3,Photojournalist,1,No,3,3.1,3,On-site,1.5
47,54135,No,Finance,1400,4,Finance Manager,3,No,3,2.7,3,Hybrid,0.1
24,67383,No,News & Content,1401,3,Reporter,3,No,4,4.0,2,On-site,0.1
45,77170,No,Engineering,1402,3,Systems Engineer,3,No,3,2.4,2,Remote,2.4
58,71993,No,News & Content,1403,3,Editor,3,Yes,3,1.5,3,On-site,1.2
37,51077,No,Sales,1404,4,Account Executive,3,Yes,2,3.4,3,Hybrid,0.1
29,83314,No,News & Content,1405,4,News Director,4,Yes,3,0.7,3,On-site,0.0
23,69642,No,Sales,1406,1,Account Executive,4,No,3,3.0,3,Remote,0.7
25,38621,Yes,News & Content,1407,3,News Director,4,Yes,3,2.3,4,On-site,2.3
64,98175,No,Sales,1408,1,Sales Manager,4,No,3,13.2,3,On-site,0.6
36,97986,Yes,Sales,1409,1,Sales Coordinator,2,No,3,0.2,2,On-site,0.2
21,69815,No,News & Content,1410,3,Reporter,4,No,3,1.0,2,Remote,1.0
33,88508,Yes,News & Content,1411,4,Reporter,1,No,3,0.8,2,Hybrid,0.7
41,34000,Yes,News & Content,1412,2,Reporter,3,Yes,3,0.8,3,Hybrid,0.8
22,35632,Yes,News & Content,1413,2,Editor,2,No,2,2.0,3,On-site,0.4
39,101503,No,News & Content,1414,3,Editor,4,No,3,2.8,4,On-site,1.6
39,86473,No,News & Content,1415,4,Reporter,1,No,3,1.8,3,Hybrid,1.8
27,83966,Yes,News & Content,1416,1,Editor,1,Yes,3,7.0,3,On-site,2.0
37,65260,No,Sales,1417,4,Account Executive,4,Yes,3,0.3,4,On-site,0.3
38,65076,No,Human Resources,1418,3,HR Manager,3,No,3,2.8,4,Hybrid,0.0
45,86791,No,News & Content,1419,3,Editor,3,No,3,4.7,2,Hybrid,1.4
44,120832,No,Sales,1420,3,Sales Coordinator,1,No,3,0.3,3,On-site,0.3
33,58270,No,Engineering,1421,4,Broadcast Engineer,4,Yes,3,13.0,2,On-site,1.5
51,63530,No,Sales,1422,4,Sales Manager,4,Yes,2,13.4,4,Hybrid,2.3
50,85059,No,Finance,1423,3,Finance Manager,2,No,2,2.4,2,On-site,2.4
28,66868,Yes,Finance,1424,2,Finance Manager,3,Yes,4,3.3,1,On-site,0.5
21,34000,No,Sales,1425,2,Sales Manager,3,No,3,1.0,2,Hybrid,0.4
21,97546,No,Engineering,1426,4,IT Support,4,No,3,1.0,4,Hybrid,0.4
29,117359,No,News & Content,1427,3,Producer,2,No,4,2.4,3,On-site,2.4
35,80627,No,Human Resources,1428,4,HR Generalist,1,No,4,1.9,4,On-site,1.4
24,96424,No,Sales,1429,3,Sales Manager,3,No,3,4.0,1,On-site,2.5
38,105901,No,News & Content,1430,4,Reporter,3,Yes,3,3.9,4,Hybrid,2.3
36,51682,No,News & Content,1431,4,Photojournalist,4,No,2,7.8,4,Hybrid,0.2
48,56387,Yes,News & Content,1432,2,News Director,2,Yes,3,1.4,3,On-site,1.4
43,115507,No,Human Resources,1433,3,HR Generalist,4,No,3,0.1,4,On-site,0.1
36,80108,No,Engineering,1434,1,Broadcast Engineer,1,No,3,7.4,3,Hybrid,1.8
30,96831,No,Sales,1435,3,Account Executive,2,No,3,0.7,3,On-site,0.1
48,71712,No,News & Content,1436,2,Photojournalist,3,No,3,12.5,2,Hybrid,4.3
39,71641,No,Sales,1437,2,Sales Manager,3,No,3,13.4,2,On-site,4.5
35,61002,No,News & Content,1438,3,Reporter,4,No,3,1.1,2,On-site,1.1
45,122169,No,News & Content,1439,1,Photojournalist,4,No,3,17.2,4,Hybrid,2.5
45,48152,No,Engineering,1440,2,IT Support,4,No,3,2.3,3,On-site,0.2
47,34000,Yes,News & Content,1441,2,Editor,4,Yes,3,5.0,2,Hybrid,2.0
51,34000,No,News & Content,1442,4,Producer,4,No,3,1.7,3,Hybrid,0.4
37,102293,No,News & Content,1443,2,Reporter,4,No,3,2.0,2,On-site,1.3
42,49606,No,Finance,1444,4,Accountant,3,No,4,10.1,4,Hybrid,0.8
32,79868,No,Engineering,1445,3,Systems Engineer,2,No,2,0.3,2,On-site,0.3
36,87474,No,Sales,1446,4,Sales Manager,1,No,3,9.8,3,On-site,1.5
54,34000,No,Human Resources,1447,3,HR Generalist,4,Yes,3,10.0,2,Remote,1.5
42,53678,No,Human Resources,1448,1,HR Manager,3,Yes,3,2.7,3,Hybrid,2.7
44,47512,No,News & Content,1449,4,Editor,2,No,3,1.7,2,On-site,1.7
50,123462,No,Sales,1450,3,Sales Coordinator,4,No,3,5.3,4,On-site,2.6
36,79308,No,Sales,1451,4,Sales Manager,3,Yes,3,1.6,3,Hybrid,0.4
21,105557,No,News & Content,1452,3,Editor,3,No,3,0.9,2,Hybrid,0.9
26,41642,No,Sales,1453,3,Sales Manager,4,No,3,0.5,3,On-site,0.5
55,126432,No,News & Content,1454,4,Reporter,3,No,2,1.3,4,On-site,1.3
40,98428,Yes,News & Content,1455,1,News Director,3,Yes,3,1.2,2,On-site,1.2
35,91441,No,Sales,1456,1,Sales Manager,4,No,4,8.4,3,On-site,1.2
36,57467,No,Sales,1457,3,Account Executive,2,Yes,3,5.7,3,Hybrid,2.0
22,104675,No,Finance,1458,3,Accountant,3,No,4,0.9,3,Hybrid,0.9
39,34000,Yes,News & Content,1459,3,Photojournalist,3,No,2,1.5,2,Hybrid,0.3
59,71799,No,News & Content,1460,3,Producer,3,No,3,2.6,3,Hybrid,1.2
31,64453,No,News & Content,1461,3,News Director,3,No,3,4.0,2,On-site,0.9
48,96513,No,News & Content,1462,1,Reporter,4,No,3,6.5,4,Hybrid,1.6
28,133833,No,News & Content,1463,3,Reporter,2,No,4,3.8,2,Hybrid,2.3
42,106564,No,Sales,1464,2,Sales Manager,4,No,2,0.3,4,Hybrid,0.3
21,93741,Yes,News & Content,1465,1,Producer,3,Yes,3,1.0,4,On-site,1.0
41,71795,No,Engineering,1466,4,Systems Engineer,3,No,3,2.0,3,On-site,2.0
43,60271,No,Finance,1467,4,Financial Analyst,4,Yes,3,5.7,2,Hybrid,0.8
49,68909,Yes,News & Content,1468,1,Photojournalist,2,No,3,8.8,1,On-site,1.1
33,47542,No,News & Content,1469,3,Editor,3,No,4,3.9,2,Remote,1.2
48,113643,No,Sales,1470,3,Sales Coordinator,1,No,3,4.8,3,On-site,0.4
